name,uce_site,aln_site,window_start,window_stop,type,value,plot_mtx
chr_2828,-104,84,50,259,entropy,0.468995593589,0
chr_2828,-103,85,50,259,entropy,-0.0,0
chr_2828,-102,86,50,259,entropy,-0.0,0
chr_2828,-101,87,50,259,entropy,-0.0,0
chr_2828,-100,88,50,259,entropy,-0.0,0
chr_2828,-99,89,50,259,entropy,-0.0,0
chr_2828,-98,90,50,259,entropy,-0.0,0
chr_2828,-97,91,50,259,entropy,-0.0,0
chr_2828,-96,92,50,259,entropy,-0.0,0
chr_2828,-95,93,50,259,entropy,-0.0,0
chr_2828,-94,94,50,259,entropy,-0.0,0
chr_2828,-93,95,50,259,entropy,-0.0,0
chr_2828,-92,96,50,259,entropy,0.721928094887,0
chr_2828,-91,97,50,259,entropy,0.468995593589,0
chr_2828,-90,98,50,259,entropy,0.468995593589,0
chr_2828,-89,99,50,259,entropy,-0.0,0
chr_2828,-88,100,50,259,entropy,-0.0,0
chr_2828,-87,101,50,259,entropy,-0.0,0
chr_2828,-86,102,50,259,entropy,-0.0,0
chr_2828,-85,103,50,259,entropy,0.468995593589,0
chr_2828,-84,104,50,259,entropy,-0.0,0
chr_2828,-83,105,50,259,entropy,-0.0,0
chr_2828,-82,106,50,259,entropy,-0.0,0
chr_2828,-81,107,50,259,entropy,-0.0,0
chr_2828,-80,108,50,259,entropy,-0.0,0
chr_2828,-79,109,50,259,entropy,-0.0,0
chr_2828,-78,110,50,259,entropy,-0.0,0
chr_2828,-77,111,50,259,entropy,-0.0,0
chr_2828,-76,112,50,259,entropy,-0.0,0
chr_2828,-75,113,50,259,entropy,-0.0,0
chr_2828,-74,114,50,259,entropy,-0.0,0
chr_2828,-73,115,50,259,entropy,0.468995593589,0
chr_2828,-72,116,50,259,entropy,-0.0,0
chr_2828,-71,117,50,259,entropy,-0.0,0
chr_2828,-70,118,50,259,entropy,-0.0,0
chr_2828,-69,119,50,259,entropy,-0.0,0
chr_2828,-68,120,50,259,entropy,0.468995593589,0
chr_2828,-67,121,50,259,entropy,-0.0,0
chr_2828,-66,122,50,259,entropy,-0.0,0
chr_2828,-65,123,50,259,entropy,-0.0,0
chr_2828,-64,124,50,259,entropy,-0.0,0
chr_2828,-63,125,50,259,entropy,0.721928094887,0
chr_2828,-62,126,50,259,entropy,-0.0,0
chr_2828,-61,127,50,259,entropy,-0.0,0
chr_2828,-60,128,50,259,entropy,-0.0,0
chr_2828,-59,129,50,259,entropy,-0.0,0
chr_2828,-58,130,50,259,entropy,-0.0,0
chr_2828,-57,131,50,259,entropy,-0.0,0
chr_2828,-56,132,50,259,entropy,-0.0,0
chr_2828,-55,133,50,259,entropy,0.721928094887,0
chr_2828,-54,134,50,259,entropy,1.15677964945,0
chr_2828,-53,135,50,259,entropy,-0.0,0
chr_2828,-52,136,50,259,entropy,-0.0,0
chr_2828,-51,137,50,259,entropy,-0.0,0
chr_2828,-50,138,50,259,entropy,-0.0,0
chr_2828,-49,139,50,259,entropy,-0.0,0
chr_2828,-48,140,50,259,entropy,-0.0,0
chr_2828,-47,141,50,259,entropy,-0.0,0
chr_2828,-46,142,50,259,entropy,0.721928094887,0
chr_2828,-45,143,50,259,entropy,0.468995593589,0
chr_2828,-44,144,50,259,entropy,-0.0,0
chr_2828,-43,145,50,259,entropy,-0.0,0
chr_2828,-42,146,50,259,entropy,-0.0,0
chr_2828,-41,147,50,259,entropy,-0.0,0
chr_2828,-40,148,50,259,entropy,-0.0,0
chr_2828,-39,149,50,259,entropy,-0.0,0
chr_2828,-38,150,50,259,entropy,-0.0,0
chr_2828,-37,151,50,259,entropy,-0.0,0
chr_2828,-36,152,50,259,entropy,-0.0,0
chr_2828,-35,153,50,259,entropy,-0.0,0
chr_2828,-34,154,50,259,entropy,-0.0,0
chr_2828,-33,155,50,259,entropy,-0.0,0
chr_2828,-32,156,50,259,entropy,-0.0,0
chr_2828,-31,157,50,259,entropy,-0.0,0
chr_2828,-30,158,50,259,entropy,-0.0,0
chr_2828,-29,159,50,259,entropy,-0.0,0
chr_2828,-28,160,50,259,entropy,-0.0,0
chr_2828,-27,161,50,259,entropy,0.468995593589,0
chr_2828,-26,162,50,259,entropy,-0.0,0
chr_2828,-25,163,50,259,entropy,-0.0,0
chr_2828,-24,164,50,259,entropy,-0.0,0
chr_2828,-23,165,50,259,entropy,-0.0,0
chr_2828,-22,166,50,259,entropy,-0.0,0
chr_2828,-21,167,50,259,entropy,1.15677964945,0
chr_2828,-20,168,50,259,entropy,-0.0,0
chr_2828,-19,169,50,259,entropy,-0.0,0
chr_2828,-18,170,50,259,entropy,-0.0,0
chr_2828,-17,171,50,259,entropy,-0.0,0
chr_2828,-16,172,50,259,entropy,-0.0,0
chr_2828,-15,173,50,259,entropy,-0.0,0
chr_2828,-14,174,50,259,entropy,-0.0,0
chr_2828,-13,175,50,259,entropy,-0.0,0
chr_2828,-12,176,50,259,entropy,-0.0,0
chr_2828,-11,177,50,259,entropy,-0.0,0
chr_2828,-10,178,50,259,entropy,-0.0,0
chr_2828,-9,179,50,259,entropy,0.468995593589,0
chr_2828,-8,180,50,259,entropy,-0.0,0
chr_2828,-7,181,50,259,entropy,-0.0,0
chr_2828,-6,182,50,259,entropy,-0.0,0
chr_2828,-5,183,50,259,entropy,-0.0,0
chr_2828,-4,184,50,259,entropy,-0.0,0
chr_2828,-3,185,50,259,entropy,-0.0,0
chr_2828,-2,186,50,259,entropy,-0.0,0
chr_2828,-1,187,50,259,entropy,-0.0,0
chr_2828,0,188,50,259,entropy,-0.0,0
chr_2828,1,189,50,259,entropy,-0.0,0
chr_2828,2,190,50,259,entropy,-0.0,0
chr_2828,3,191,50,259,entropy,-0.0,0
chr_2828,4,192,50,259,entropy,-0.0,0
chr_2828,5,193,50,259,entropy,-0.0,0
chr_2828,6,194,50,259,entropy,-0.0,0
chr_2828,7,195,50,259,entropy,-0.0,0
chr_2828,8,196,50,259,entropy,-0.0,0
chr_2828,9,197,50,259,entropy,-0.0,0
chr_2828,10,198,50,259,entropy,-0.0,0
chr_2828,11,199,50,259,entropy,-0.0,0
chr_2828,12,200,50,259,entropy,-0.0,0
chr_2828,13,201,50,259,entropy,-0.0,0
chr_2828,14,202,50,259,entropy,-0.0,0
chr_2828,15,203,50,259,entropy,-0.0,0
chr_2828,16,204,50,259,entropy,-0.0,0
chr_2828,17,205,50,259,entropy,-0.0,0
chr_2828,18,206,50,259,entropy,-0.0,0
chr_2828,19,207,50,259,entropy,-0.0,0
chr_2828,20,208,50,259,entropy,-0.0,0
chr_2828,21,209,50,259,entropy,-0.0,0
chr_2828,22,210,50,259,entropy,-0.0,0
chr_2828,23,211,50,259,entropy,-0.0,0
chr_2828,24,212,50,259,entropy,-0.0,0
chr_2828,25,213,50,259,entropy,-0.0,0
chr_2828,26,214,50,259,entropy,-0.0,0
chr_2828,27,215,50,259,entropy,-0.0,0
chr_2828,28,216,50,259,entropy,-0.0,0
chr_2828,29,217,50,259,entropy,-0.0,0
chr_2828,30,218,50,259,entropy,-0.0,0
chr_2828,31,219,50,259,entropy,-0.0,0
chr_2828,32,220,50,259,entropy,-0.0,0
chr_2828,33,221,50,259,entropy,-0.0,0
chr_2828,34,222,50,259,entropy,-0.0,0
chr_2828,35,223,50,259,entropy,0.468995593589,0
chr_2828,36,224,50,259,entropy,-0.0,0
chr_2828,37,225,50,259,entropy,-0.0,0
chr_2828,38,226,50,259,entropy,-0.0,0
chr_2828,39,227,50,259,entropy,-0.0,0
chr_2828,40,228,50,259,entropy,0.468995593589,0
chr_2828,41,229,50,259,entropy,-0.0,0
chr_2828,42,230,50,259,entropy,-0.0,0
chr_2828,43,231,50,259,entropy,-0.0,0
chr_2828,44,232,50,259,entropy,-0.0,0
chr_2828,45,233,50,259,entropy,-0.0,0
chr_2828,46,234,50,259,entropy,-0.0,0
chr_2828,47,235,50,259,entropy,-0.0,0
chr_2828,48,236,50,259,entropy,-0.0,0
chr_2828,49,237,50,259,entropy,-0.0,0
chr_2828,50,238,50,259,entropy,0.468995593589,0
chr_2828,51,239,50,259,entropy,-0.0,0
chr_2828,52,240,50,259,entropy,-0.0,0
chr_2828,53,241,50,259,entropy,-0.0,0
chr_2828,54,242,50,259,entropy,-0.0,0
chr_2828,55,243,50,259,entropy,-0.0,0
chr_2828,56,244,50,259,entropy,0.468995593589,0
chr_2828,57,245,50,259,entropy,-0.0,0
chr_2828,58,246,50,259,entropy,-0.0,0
chr_2828,59,247,50,259,entropy,-0.0,0
chr_2828,60,248,50,259,entropy,-0.0,0
chr_2828,61,249,50,259,entropy,-0.0,0
chr_2828,62,250,50,259,entropy,-0.0,0
chr_2828,63,251,50,259,entropy,-0.0,0
chr_2828,64,252,50,259,entropy,-0.0,0
chr_2828,65,253,50,259,entropy,-0.0,0
chr_2828,66,254,50,259,entropy,-0.0,0
chr_2828,67,255,50,259,entropy,-0.0,0
chr_2828,68,256,50,259,entropy,-0.0,0
chr_2828,69,257,50,259,entropy,-0.0,0
chr_2828,70,258,50,259,entropy,-0.0,0
chr_2828,71,259,50,259,entropy,0.881290899231,1
chr_2828,72,260,50,259,entropy,0.468995593589,1
chr_2828,73,261,50,259,entropy,0.503258334776,1
chr_2828,74,262,50,259,entropy,-0.0,1
chr_2828,75,263,50,259,entropy,-0.0,1
chr_2828,76,264,50,259,entropy,-0.0,1
chr_2828,77,265,50,259,entropy,-0.0,1
chr_2828,78,266,50,259,entropy,0.918295834054,1
chr_2828,79,267,50,259,entropy,-0.0,1
chr_2828,80,268,50,259,entropy,-0.0,1
chr_2828,81,269,50,259,entropy,-0.0,1
chr_2828,82,270,50,259,entropy,-0.0,1
chr_2828,83,271,50,259,entropy,0.986426728731,1
chr_2828,84,272,50,259,entropy,-0.0,1
chr_2828,85,273,50,259,entropy,-0.0,1
chr_2828,86,274,50,259,entropy,-0.0,1
chr_2828,87,275,50,259,entropy,0.468995593589,1
chr_2828,88,276,50,259,entropy,0.468995593589,1
chr_2828,89,277,50,259,entropy,0.881290899231,1
chr_2828,90,278,50,259,entropy,0.468995593589,1
chr_2828,91,279,50,259,entropy,0.468995593589,1
chr_2828,92,280,50,259,entropy,-0.0,1
chr_2828,93,281,50,259,entropy,-0.0,1
chr_2828,94,282,50,259,entropy,-0.0,1
chr_2828,95,283,50,259,entropy,-0.0,1
chr_2828,96,284,50,259,entropy,-0.0,1
chr_2828,97,285,50,259,entropy,-0.0,1
chr_2828,98,286,50,259,entropy,-0.0,1
chr_2828,99,287,50,259,entropy,-0.0,1
chr_2828,100,288,50,259,entropy,-0.0,1
chr_2828,101,289,50,259,entropy,-0.0,1
chr_2828,102,290,50,259,entropy,0.5435644432,1
chr_2828,103,291,50,259,entropy,-0.0,1
chr_2828,104,292,50,259,entropy,-0.0,1
chr_2828,105,293,50,259,entropy,-0.0,1
chr_2828,106,294,50,259,entropy,-0.0,1
chr_2828,107,295,50,259,entropy,-0.0,1
chr_2828,108,296,50,259,entropy,-0.0,1
chr_2828,109,297,50,259,entropy,-0.0,1
chr_2828,110,298,50,259,entropy,-0.0,1
chr_2828,111,299,50,259,entropy,-0.0,1
chr_2828,112,300,50,259,entropy,-0.0,1
chr_2828,113,301,50,259,entropy,-0.0,1
chr_2828,114,302,50,259,entropy,1.22439444541,1
chr_2828,115,303,50,259,entropy,-0.0,1
chr_2828,116,304,50,259,entropy,-0.0,1
chr_2828,117,305,50,259,entropy,-0.0,1
chr_2828,118,306,50,259,entropy,-0.0,1
chr_2828,119,307,50,259,entropy,-0.0,1
chr_2828,120,308,50,259,entropy,-0.0,1
chr_2828,121,309,50,259,entropy,-0.0,1
chr_2828,122,310,50,259,entropy,-0.0,1
chr_2828,123,311,50,259,entropy,-0.0,1
chr_2828,124,312,50,259,entropy,-0.0,1
chr_2828,125,313,50,259,entropy,-0.0,1
chr_2828,126,314,50,259,entropy,-0.0,1
chr_2828,127,315,50,259,entropy,-0.0,1
chr_2828,128,316,50,259,entropy,-0.0,1
chr_2828,129,317,50,259,entropy,-0.0,1
chr_2828,130,318,50,259,entropy,-0.0,1
chr_2828,131,319,50,259,entropy,-0.0,1
chr_2828,132,320,50,259,entropy,-0.0,1
chr_2828,133,321,50,259,entropy,-0.0,1
chr_2828,134,322,50,259,entropy,-0.0,1
chr_2828,135,323,50,259,entropy,-0.0,1
chr_2828,136,324,50,259,entropy,-0.0,1
chr_2828,137,325,50,259,entropy,-0.0,1
chr_2828,138,326,50,259,entropy,-0.0,1
chr_2828,139,327,50,259,entropy,-0.0,1
chr_2828,140,328,50,259,entropy,-0.0,1
chr_2828,141,329,50,259,entropy,-0.0,1
chr_2828,142,330,50,259,entropy,-0.0,1
chr_2828,143,331,50,259,entropy,-0.0,1
chr_2828,144,332,50,259,entropy,-0.0,1
chr_2828,145,333,50,259,entropy,-0.0,1
chr_2828,146,334,50,259,entropy,-0.0,1
chr_2828,147,335,50,259,entropy,-0.0,1
chr_2828,148,336,50,259,entropy,-0.0,1
chr_2828,149,337,50,259,entropy,-0.0,1
chr_2828,150,338,50,259,entropy,-0.0,1
chr_2828,151,339,50,259,entropy,0.503258334776,1
chr_2828,152,340,50,259,entropy,0.503258334776,1
chr_2828,153,341,50,259,entropy,1.0,1
chr_2828,154,342,50,259,entropy,-0.0,1
chr_2828,155,343,50,259,entropy,-0.0,1
chr_2828,156,344,50,259,entropy,-0.0,1
chr_2828,157,345,50,259,entropy,-0.0,1
chr_2828,158,346,50,259,entropy,-0.0,1
chr_2828,159,347,50,259,entropy,-0.0,1
chr_2828,160,348,50,259,entropy,-0.0,1
chr_2828,161,349,50,259,entropy,0.503258334776,1
chr_2828,162,350,50,259,entropy,0.503258334776,1
chr_2828,163,351,50,259,entropy,-0.0,1
chr_2828,164,352,50,259,entropy,-0.0,1
chr_2828,165,353,50,259,entropy,-0.0,1
chr_2828,166,354,50,259,entropy,0.986426728731,1
chr_2828,167,355,50,259,entropy,-0.0,1
chr_2828,168,356,50,259,entropy,-0.0,1
chr_2828,169,357,50,259,entropy,-0.0,1
chr_2828,170,358,50,259,entropy,-0.0,1
chr_2828,171,359,50,259,entropy,-0.0,1
chr_2828,172,360,50,259,entropy,-0.0,1
chr_2828,173,361,50,259,entropy,0.918295834054,1
chr_2828,174,362,50,259,entropy,-0.0,1
chr_2828,175,363,50,259,entropy,-0.0,1
chr_2828,176,364,50,259,entropy,-0.0,1
chr_2828,177,365,50,259,entropy,-0.0,1
chr_2828,178,366,50,259,entropy,-0.0,1
chr_2828,179,367,50,259,entropy,-0.0,1
chr_2828,180,368,50,259,entropy,-0.0,1
chr_2828,181,369,50,259,entropy,-0.0,1
chr_2828,182,370,50,259,entropy,0.650022421648,1
chr_2828,183,371,50,259,entropy,-0.0,1
chr_2828,184,372,50,259,entropy,-0.0,1
chr_2828,185,373,50,259,entropy,-0.0,1
chr_2828,186,374,50,259,entropy,0.918295834054,1
chr_2828,187,375,50,259,entropy,0.650022421648,1
chr_4312,-125,376,84,164,entropy,-0.0,-1
chr_4312,-124,377,84,164,entropy,-0.0,-1
chr_4312,-123,378,84,164,entropy,-0.0,-1
chr_4312,-122,379,84,164,entropy,-0.0,-1
chr_4312,-121,380,84,164,entropy,-0.0,-1
chr_4312,-120,381,84,164,entropy,-0.0,-1
chr_4312,-119,382,84,164,entropy,-0.0,-1
chr_4312,-118,383,84,164,entropy,-0.0,-1
chr_4312,-117,384,84,164,entropy,0.591672778582,-1
chr_4312,-116,385,84,164,entropy,1.14883485428,-1
chr_4312,-115,386,84,164,entropy,-0.0,-1
chr_4312,-114,387,84,164,entropy,0.591672778582,-1
chr_4312,-113,388,84,164,entropy,-0.0,-1
chr_4312,-112,389,84,164,entropy,0.591672778582,-1
chr_4312,-111,390,84,164,entropy,0.591672778582,-1
chr_4312,-110,391,84,164,entropy,0.591672778582,-1
chr_4312,-109,392,84,164,entropy,0.591672778582,-1
chr_4312,-108,393,84,164,entropy,0.591672778582,-1
chr_4312,-107,394,84,164,entropy,-0.0,-1
chr_4312,-106,395,84,164,entropy,-0.0,-1
chr_4312,-105,396,84,164,entropy,-0.0,-1
chr_4312,-104,397,84,164,entropy,-0.0,-1
chr_4312,-103,398,84,164,entropy,-0.0,-1
chr_4312,-102,399,84,164,entropy,-0.0,-1
chr_4312,-101,400,84,164,entropy,-0.0,-1
chr_4312,-100,401,84,164,entropy,0.503258334776,-1
chr_4312,-99,402,84,164,entropy,0.503258334776,-1
chr_4312,-98,403,84,164,entropy,0.503258334776,-1
chr_4312,-97,404,84,164,entropy,-0.0,-1
chr_4312,-96,405,84,164,entropy,-0.0,-1
chr_4312,-95,406,84,164,entropy,-0.0,-1
chr_4312,-94,407,84,164,entropy,-0.0,-1
chr_4312,-93,408,84,164,entropy,0.503258334776,-1
chr_4312,-92,409,84,164,entropy,0.918295834054,-1
chr_4312,-91,410,84,164,entropy,-0.0,-1
chr_4312,-90,411,84,164,entropy,-0.0,-1
chr_4312,-89,412,84,164,entropy,-0.0,-1
chr_4312,-88,413,84,164,entropy,-0.0,-1
chr_4312,-87,414,84,164,entropy,-0.0,-1
chr_4312,-86,415,84,164,entropy,-0.0,-1
chr_4312,-85,416,84,164,entropy,-0.0,-1
chr_4312,-84,417,84,164,entropy,-0.0,-1
chr_4312,-83,418,84,164,entropy,0.468995593589,-1
chr_4312,-82,419,84,164,entropy,-0.0,-1
chr_4312,-81,420,84,164,entropy,0.468995593589,-1
chr_4312,-80,421,84,164,entropy,0.921928094887,-1
chr_4312,-79,422,84,164,entropy,0.721928094887,-1
chr_4312,-78,423,84,164,entropy,0.468995593589,-1
chr_4312,-77,424,84,164,entropy,0.468995593589,-1
chr_4312,-76,425,84,164,entropy,-0.0,-1
chr_4312,-75,426,84,164,entropy,-0.0,-1
chr_4312,-74,427,84,164,entropy,-0.0,-1
chr_4312,-73,428,84,164,entropy,-0.0,-1
chr_4312,-72,429,84,164,entropy,-0.0,-1
chr_4312,-71,430,84,164,entropy,0.721928094887,-1
chr_4312,-70,431,84,164,entropy,-0.0,-1
chr_4312,-69,432,84,164,entropy,-0.0,-1
chr_4312,-68,433,84,164,entropy,-0.0,-1
chr_4312,-67,434,84,164,entropy,-0.0,-1
chr_4312,-66,435,84,164,entropy,-0.0,-1
chr_4312,-65,436,84,164,entropy,0.721928094887,-1
chr_4312,-64,437,84,164,entropy,0.468995593589,-1
chr_4312,-63,438,84,164,entropy,0.468995593589,-1
chr_4312,-62,439,84,164,entropy,0.468995593589,-1
chr_4312,-61,440,84,164,entropy,-0.0,-1
chr_4312,-60,441,84,164,entropy,0.721928094887,-1
chr_4312,-59,442,84,164,entropy,0.721928094887,-1
chr_4312,-58,443,84,164,entropy,0.468995593589,-1
chr_4312,-57,444,84,164,entropy,-0.0,-1
chr_4312,-56,445,84,164,entropy,0.721928094887,-1
chr_4312,-55,446,84,164,entropy,-0.0,-1
chr_4312,-54,447,84,164,entropy,0.468995593589,-1
chr_4312,-53,448,84,164,entropy,0.468995593589,-1
chr_4312,-52,449,84,164,entropy,0.468995593589,-1
chr_4312,-51,450,84,164,entropy,-0.0,-1
chr_4312,-50,451,84,164,entropy,-0.0,-1
chr_4312,-49,452,84,164,entropy,0.468995593589,-1
chr_4312,-48,453,84,164,entropy,0.468995593589,-1
chr_4312,-47,454,84,164,entropy,-0.0,-1
chr_4312,-46,455,84,164,entropy,0.468995593589,-1
chr_4312,-45,456,84,164,entropy,-0.0,-1
chr_4312,-44,457,84,164,entropy,-0.0,-1
chr_4312,-43,458,84,164,entropy,-0.0,-1
chr_4312,-42,459,84,164,entropy,0.721928094887,-1
chr_4312,-41,460,84,164,entropy,-0.0,0
chr_4312,-40,461,84,164,entropy,-0.0,0
chr_4312,-39,462,84,164,entropy,-0.0,0
chr_4312,-38,463,84,164,entropy,-0.0,0
chr_4312,-37,464,84,164,entropy,0.468995593589,0
chr_4312,-36,465,84,164,entropy,-0.0,0
chr_4312,-35,466,84,164,entropy,-0.0,0
chr_4312,-34,467,84,164,entropy,0.468995593589,0
chr_4312,-33,468,84,164,entropy,-0.0,0
chr_4312,-32,469,84,164,entropy,-0.0,0
chr_4312,-31,470,84,164,entropy,-0.0,0
chr_4312,-30,471,84,164,entropy,-0.0,0
chr_4312,-29,472,84,164,entropy,-0.0,0
chr_4312,-28,473,84,164,entropy,-0.0,0
chr_4312,-27,474,84,164,entropy,-0.0,0
chr_4312,-26,475,84,164,entropy,-0.0,0
chr_4312,-25,476,84,164,entropy,-0.0,0
chr_4312,-24,477,84,164,entropy,-0.0,0
chr_4312,-23,478,84,164,entropy,-0.0,0
chr_4312,-22,479,84,164,entropy,-0.0,0
chr_4312,-21,480,84,164,entropy,-0.0,0
chr_4312,-20,481,84,164,entropy,-0.0,0
chr_4312,-19,482,84,164,entropy,-0.0,0
chr_4312,-18,483,84,164,entropy,-0.0,0
chr_4312,-17,484,84,164,entropy,-0.0,0
chr_4312,-16,485,84,164,entropy,-0.0,0
chr_4312,-15,486,84,164,entropy,-0.0,0
chr_4312,-14,487,84,164,entropy,0.468995593589,0
chr_4312,-13,488,84,164,entropy,0.468995593589,0
chr_4312,-12,489,84,164,entropy,-0.0,0
chr_4312,-11,490,84,164,entropy,-0.0,0
chr_4312,-10,491,84,164,entropy,-0.0,0
chr_4312,-9,492,84,164,entropy,-0.0,0
chr_4312,-8,493,84,164,entropy,-0.0,0
chr_4312,-7,494,84,164,entropy,-0.0,0
chr_4312,-6,495,84,164,entropy,-0.0,0
chr_4312,-5,496,84,164,entropy,-0.0,0
chr_4312,-4,497,84,164,entropy,-0.0,0
chr_4312,-3,498,84,164,entropy,-0.0,0
chr_4312,-2,499,84,164,entropy,-0.0,0
chr_4312,-1,500,84,164,entropy,-0.0,0
chr_4312,0,501,84,164,entropy,-0.0,0
chr_4312,1,502,84,164,entropy,-0.0,0
chr_4312,2,503,84,164,entropy,-0.0,0
chr_4312,3,504,84,164,entropy,-0.0,0
chr_4312,4,505,84,164,entropy,-0.0,0
chr_4312,5,506,84,164,entropy,-0.0,0
chr_4312,6,507,84,164,entropy,-0.0,0
chr_4312,7,508,84,164,entropy,-0.0,0
chr_4312,8,509,84,164,entropy,-0.0,0
chr_4312,9,510,84,164,entropy,-0.0,0
chr_4312,10,511,84,164,entropy,-0.0,0
chr_4312,11,512,84,164,entropy,-0.0,0
chr_4312,12,513,84,164,entropy,-0.0,0
chr_4312,13,514,84,164,entropy,0.468995593589,0
chr_4312,14,515,84,164,entropy,-0.0,0
chr_4312,15,516,84,164,entropy,-0.0,0
chr_4312,16,517,84,164,entropy,-0.0,0
chr_4312,17,518,84,164,entropy,0.468995593589,0
chr_4312,18,519,84,164,entropy,-0.0,0
chr_4312,19,520,84,164,entropy,-0.0,0
chr_4312,20,521,84,164,entropy,-0.0,0
chr_4312,21,522,84,164,entropy,-0.0,0
chr_4312,22,523,84,164,entropy,-0.0,0
chr_4312,23,524,84,164,entropy,-0.0,0
chr_4312,24,525,84,164,entropy,-0.0,0
chr_4312,25,526,84,164,entropy,0.468995593589,0
chr_4312,26,527,84,164,entropy,-0.0,0
chr_4312,27,528,84,164,entropy,-0.0,0
chr_4312,28,529,84,164,entropy,-0.0,0
chr_4312,29,530,84,164,entropy,-0.0,0
